title,subtitle,add_labels,date,speakers,topics,scripture,summary,published,sub_id
"Season 2, Episode 2 - Hey Man, Where Is Your Brother?!","The Reintroduction Podcast, 23 Apr 21",,4/23/21,Sherry Fam,Anger|Purpose|Relationship,,"When God created man, He gave him a partner and a family and even strangers for a purpose. But how exactly did God intend for that relationship between humans to look like? What happened to that purpose today of human relationships and why should we even bother restoring it?! With guest, Sherry Fam!",yes,934d36d6-a5be-4f68-9b6c-761ee4c76022
Romans 16 - Closing Words,"Bible Studies, 12 Apr 21",,4/12/21,,Church|Faith|Peace,,"""A kiss is a sign of peace, for what the lips reveal externally is found internally in the heart."" St Augustine

In this week's Bible Study, Karim takes us through how it is impossible to separate the faith of the church from its daily conduct.",yes,944072df-2c1f-4389-89da-b9b3aaa96185
Philemon - Christian Fellowship In Action,"Bible Studies, 19 Apr 21",,4/19/21,,Fellowship,,"""He honors equally each one even though not all deserve such equal recognition."" St John Chrysostom

In this week's Bible Study, Marianne takes us through how St. Paul wished to save the runaway slave from the severe and cruel punishment he deserved according to Roman law.",yes,c90cf797-3ffe-413e-833d-c8bf968cb055
The Joyful Journey of The Great Lent,"Spiritual Reflections, 03 Apr 21",,4/3/21,Fr. Daoud Lamei,Joy|Lent|Miracle|Parable,,Each Sunday during the Great Lent reminds us of one of Jesus' miracles/parables. It is a lovely journey where we delve deeper to learn more about our beloved Jesus Christ and his teachings till we live with him the events of the Holy Week. Tune in as Abouna Daoud unpacks the Joyful Journey of the Great Lent!,yes,f444ee05-fcf2-466c-a124-20bfc67240d6
Temptation of Christ,"Sunday Homilies, 04 Apr 21",,4/4/21,Fr Theodore Ghaly,Lent|Temptation,,Tune in with Fr Theodore Ghaly as he describes the gospel of the second Sunday of Lent when Jesus is tempted by the devil and analyses His awesome response!,yes,dd0c5bba-9c00-4f1d-bd88-b3d1a4f81b36
Seeking the Heavenly Things,"Sunday Homilies, 04 Apr 21",,4/4/21,Fr Theodore Ghaly,Lent|Eternal Life,,"""How I measure success depends on what I value in my life."" Tune in as Fr Theodore Ghaly explores the first Sunday Gospel of Lent as we are taught to seek the heavenly kingdom over materialistic things.",yes,9b95aae8-e98f-40f0-bd5e-57574e6be76e
Spiritual Blindness,"Sunday Homilies, 18 April 21",,4/18/21,Fr David Hanna,,,"Tune in as Fr David shares with us how to overcome our own personal spiritual blindness, as we prepare for the upcoming passion week!!",yes,1d44f093-63ea-4cb6-8218-d254ce7d8cb4
Will Things Change?,"Sunday Homilies, 11 Apr 21",,4/11/21,Fr Antonios Kaldas,,,"The one thing we can be sure of in this life is that everything changes. Nothing ever stays the same. This can be both a good and bad thing depending on whether it is a good or bad circumstance that is changing. 
When something bad happens and you’ve prayed about it and still when nothing happens, we tend to blame God that nothing has changed. 
The gospel today tells us that this man was paralysed for 38 years and yet would have prayed and prayed and nothing would have changed. Tune in to see Fr Antonios analyse this gospel.",yes,72e9f8f9-43a0-4d8f-9b55-ba3c7baac0d4
Palm Sunday Eve - Are We Free?,"Pascha Sermons, 24 Apr 21",,4/24/21,David Ibrahim,Hope,,"Are you free? Is there a particular sin that is continually dragging you down? Have you lost hope? Tune into David exploring the idea of being loosed from this world, from your sins, from your despair.",yes,efc7696b-0779-4b4d-8c45-3a1d2c69c62d
Palm Sunday - An Explosion of Praise,"Pascha Sermons, 25 Apr 21",,4/25/21,Fr Daniel Fanous,Peace,,"As Christ entered Jerusalem, a city called to be a city of peace, He was met with an explosion of praise. However the entry of Christ into our lives is humble and peaceful. We shouldn't expect our lives to change, but instead we will change.",yes,565c855b-34a3-4447-bc57-69409b69d190
Comparison Game Finale,"Youth Talks, 28 Feb 21",,2/28/21,Martina Bastawrous,,,Tune in as Martina wraps up the talks on the about the comparison game and how we can avoid it.,yes,6939b8cd-5b77-43c4-98c7-6a818c6051da
Finding Hope When: I Am Ashamed,"Sunday Homilies, 4 Apr 21","St Maurice & St Verena Coptic Orthodox Church, Ontario, CA",4/4/21,,Healing|Hope|Lent,,"On the fourth Sunday of Lent, Fr Pishoy Salama contemplates on the encounter of Christ with the Samaritan woman that was of hope and healing. Christ affirmed her pain, saved her from embarrassment and relieved her from her shame. Tune in to find hope when we may feel ashamed.",yes,f484947d-6dde-4196-a7f3-93eda4015a75
Finding Hope When: I Am Forgotten,"Sunday Homilies, 11 Apr 21","St Maurice & St Verena Coptic Orthodox Church, Ontario, CA",4/11/21,,Hope|Lent,,"On the fifth Sunday of Lent, Fr Thomas Hanna contemplates on the paralytic man who has been forgotten by the pool of Bethesda for 38 years by those around him. Fr Thomas Hanna reminds us of the second greatest commandment, that is; 'love your neighbour as yourself' and there are still people around us who are forgotten. Yet, our hope lies in Christ because He never forgets us. Tune in to find hope when we may be forgotten.",yes,351bf3f0-6041-4389-85b8-4079c976147b
Lazarus Saturday - He Came To Give Us Life,"Pascha Sermons, 24 Apr 21",,4/24/21,Fr. Anthony Messeh,,,Tune in with Fr Anthony Messeh on Lazarus Saturday as he tells us that Christ has come to not just heal us but to give us new life.,yes,578332aa-63d5-45a7-b029-7c90dd26b48b
Finding Hope When: I Am In Times Of Darkness,"Sunday Homilies, 18 Apr 21","St Maurice & St Verena Coptic Orthodox Church, Ontario, CA",4/18/21,,Comfort|Healing|Joy|Lent|Hope,,"On the sixth Sunday of Lent, Fr Pishoy Salama contemplates on Christ's comfort and healing to the man born blind. When Christ healed the man born blind, he was cast out and persecuted for witnessing to Christ. Yet Christ found him in his times of darkness and revealed Himself, bringing joy to the believer. Tune in to be enlightened when in times of darkness.",yes,370938b4-47d2-4409-b997-838977bbfbf5
Monday Eve - Humility,"Pascha Sermons, 25 Apr 21",,4/25/21,Kirollos Saleeb,Humility|Eternal Life,,"""He who loves his life will lose it, and he who hates his life in this world will keep it for eternal life.""

This morning we observed the humility of Christ as he entered Jerusalem riding on a donkey.  In today's Monday Eve sermon, Kiro focuses on how we can achieve this kind of humility in this life. Tune in as Kiro challenges us to focus only on Christ this week, and attaining these virtues.",yes,12b5d8a2-34c4-4905-85b9-2d3fd27b371d
Lazarus Saturday - Behold The Lord God Has Come,"Pascha Sermons, 24 Apr 21",,4/24/21,Fr Abraham Fam,,,Tune in to Fr Abraham as he talks to us about Lazarus Saturday when Jesus raised Lazarus from the dead after he had lain in the grave four days.,yes,c2ff73d8-5a3f-4df1-8d2b-0ad2a7b5a59b
Palm Sunday Eve - The House of Welcome,"Pascha Sermons, 24 Apr 21",,4/24/21,Fr Pishoy Salama,,,"On Palm Sunday Eve, Fr Pishoy Salama contemplates on Christ's supper at Lazarus' house in Bethany after he was raised from the dead. Here, we see a house that welcomes all as the word Bethany means 'house of welcome'. A house that welcomed Christ to find rest. 

Likewise, just as Lazarus welcomed Christ into his home, are we open to welcome Christ into our heart? 

Tune in to learn how to welcome Christ into our hearts and homes!",yes,0f282521-fbb0-4a7a-a28f-45a7313f8b69
Monday Eve - Who Am I To You?,"Pascha Sermons, 25 Apr 21",,4/25/21,Fr David Shehata,,,"In today's readings, Christ asks His disciples ""who do you say that I am?"" And so starting off passion week this year we should ask ourselves, who is Christ to me? All our actions will be based on the answer to this question",yes,4f4ba13a-f5f5-44eb-a9d3-e2df0844ebb8
Palm Sunday - Hosanna in Our Last Day,"Pascha Sermons, 25 Apr 21",,4/25/21,Fr Joshua Tadros,Unity,,"Tune in as Fr Joshua Tadros takes us through the true meaning of saying the word 'Hosanna', and our opportunity to emulate the crowds that were present on Palm Sunday in our final day!",yes,ce243b9c-2326-44c9-9a37-dbad581cf814
Pre KG- The Paralytic Man,"Sunday School, 11 Apr 21",CYC Studios,4/11/21,,,,Tune into Sunday School LIVE for Pre-KG as we talk about the Paralytic Man.,yes,48534f5e-c7e0-417c-9cf9-a34fe3454ae4
KG- The Paralytic Man,"Sunday School, 11 Apr 21",,4/11/21,,,,Tune into Sunday School LIVE for KG as we talk about the Paralytic Man.,yes,d40d816f-7b7e-4fd5-a89b-b8c8691f22df
Middle School- The Limits of Freedom,"Sunday School, 11 Apr 21",CYC Studios,4/11/21,,,,Tune into Sunday School LIVE for Middle School as we discuss the Limits of Freedom.,yes,6ae65c39-3d6c-4885-83ec-fbcd4cf52263
Elementary- The Ten Commandments,"Sunday School, 11 Apr 21",CYC Studios,4/11/21,,,,Tune into Sunday School LIVE for Elementary as we discuss the Ten Commandments.,yes,5e690c1d-d688-4518-aced-0e3cacb51bf0
High School- The 7 Signs in the Gospel of St John: Part 1,"Sunday School, 11 Apr 21",CYC Studios,4/11/21,,,,Tune into Sunday School LIVE for High School as we discuss the 7 signs in the gospel of St John.,yes,221de893-f690-470f-8c24-de5a00a6715c
Pre KG- The Man Born Blind,"Sunday School, 18 Apr 21",CYC Studios,4/18/21,,,,Tune into Sunday School LIVE for Pre-KG as we talk about the man born blind.,yes,6f00c1c1-25fb-4f25-b5d6-156baac01779
Middle School- Let Your Yes Be Yes,"Sunday School, 18 Apr 21",CYC Studios,4/18/21,,,,Tune into Sunday School LIVE for Middle School as we explain the importance of letting our yes be yes and have guidelines in the way we live our lives.,yes,2b037475-e382-43a4-b6cc-2a31a3e3fcc9
High School- The 7 Signs in the Gospel of St John: Part 2,"Sunday School, 18 Apr 21",CYC Studios,4/18/21,,,,Tune into Sunday School LIVE for High School as we continue talking about the 7 signs in the gospel of St John.,yes,d49e3ffd-8a3b-4ac9-baa6-cfdbb6caf631
Middle School- Self Control,"Sunday School, 25 Apr 21",CYC Studios,4/25/21,,,,Tune into Sunday School LIVE for Middle School as we discuss the importance of self control.,yes,f833094e-42ba-4aa4-a221-2f8a71713211
KG- Palm Sunday,"Sunday School, 25 Apr 21",CYC Studios,4/25/21,,,,Tune into Sunday School LIVE for KG as we talk about Palm Sunday.,yes,5698a590-447b-40a6-af57-6f1ec773922e
Palm Sunday - Let The King Enter Your Heart,"Pascha Sermons, 25 Apr 21",,4/25/21,Fr Abraham Fam,,,"Tune in with Fr Abraham Fam on Palm Sunday as he encourages us to allow Christ, the King, to enter our hearts and allow Him to be the centre of our lives.",yes,ca5d0126-7e9c-48f3-bf79-2e83c37b0669
Lazarus Saturday - Healing our Expectations,"Pascha Sermons, 24 Apr 21",,4/24/21,Fr Michael Sorial,Healing,,Tune in as Fr Michael Sorial explains how we need to let go of our own expectations and adapt to what God wills.,yes,e6ec35bd-9627-42a1-a1f7-9bcdeb396c4e
Spiritual Toolbox: Practical Almsgiving (Part 7),"Series, 18 Apr 21",,4/18/21,,,,"""For almsgiving rescues one from death and it will wash away every sin. Those who do almsgiving and are righteous will be full of life "" Tobit 12:9

Tune in, as Fr James continues to discuss the spiritual tool of 'almsgiving'.",yes,260c57b0-47cf-4c42-bdde-844a185cb01a
Monday Eve - Being Honest With Ourselves,"Pascha Sermons, 25 Apr 21",,4/25/21,Fr Abraham Fam,,,Tune in as Fr. Abraham Fam encourages us to be honest with ourselves during Holy Week through knowing who Jesus really is!,yes,c6855600-d2fa-4934-98c5-53bf5259e78b
Palm Sunday - What's The Big Deal?,"Pascha Sermons, 25 Apr 21",,4/25/21,Fr. Anthony Messeh,Purpose,,"Tune in as Fr. Anthony Messeh discusses the main purpose of Holy Week, and how we can approach it in a way that will help us make the most of it this year!",yes,67e3b3d3-d2c5-494e-9ef5-e70a8703fc88
Palm Sunday - The Bridegroom Has Arrived!,"Pascha Sermons, 25 Apr 21",,4/25/21,Fr Anthony Mourad,,,"The Bridegroom has entered, will you accept Him as your beloved? Tune in with Fr Anthony Mourad on this Palm Sunday sermon.",yes,57e853fb-f202-450d-a52d-7056ed2474b0
Godly Wisdom Part 3 – Pure - Part 2,"Series, 21 Mar 21",,3/21/21,,Purity|Wisdom,,"Tune in with Fr Benjamin as he continues to further explore attributes of Godly wisdom. In this sermon, he continues to build on the concept of purity and how it relates to Godly wisdom, specifically practical things we can do to achieve this purity!",yes,d06fcac0-7357-486f-a850-f4996335e2b2
Godly Wisdom Part 4 – Peaceable- Part 1,"Series, 28 Mar 21",,3/28/21,,Peace|Wisdom,,"Tune in with Fr Benjamin as he further explores attributes of Godly wisdom. In this sermon, he focuses on how Godly wisdom promotes peace among oneself and amongst others! Fr Benjamin goes through ways in which to achieve this peacable Godly wisdom!",yes,c20d967c-d807-4dd1-a9ef-fa39c733fac9
Godly Wisdom Part 5 – Peaceable -Part 2,"Series, 4 Apr 21",,4/4/21,,Peace|Wisdom,,"Tune in with Fr Benjamin as he further explores attributes of Godly wisdom. In this sermon, he continues to build on how Godly wisdom promotes peace among oneself and amongst others! Fr Benjamin goes through more ways to achieve this peacable Godly wisdom!",yes,1afd1798-43da-480e-b2b9-269598faaf7a
Godly Wisdom Part 6 – Gentle - Part 1,"Series, 18 Apr 21",,4/18/21,,Gentleness|Unity|Wisdom,,"Tune in with Fr Benjamin as he further explores attributes of Godly wisdom. In this sermon, he focuses on how Godly wisdom relates to gentleness. He goes through what it means to be gentle and what gentleness requires. This is a great opportunity to self-reflect about whether we are gentle or not!",yes,40375cfa-5b9d-4088-8bb1-d806bce97bd4
The Annunciation Characteristics of Archangel Gabriel,"Sunday Homilies, 7 Apr 19",,7/4/19,Fr. Andrew Iskander,Purpose|Eternal Life,,"Tune in as Fr Andrew Iskander meditates on the characteristics of God's messenger, Archangel Gabriel, and expands on the purpose and roles of heavenly beings.

'...""I am Gabriel, who stands in the presence of God, and was sent to speak to you and bring you these glad tidings.""' 
Luke 1:19 NKJV",yes,7ca0df43-e601-41a9-987c-6ee10da5cf77
Palm Sunday - The Kingdom Of God On Earth,"Pascha Sermons, 25 Apr 21",,4/25/21,HG Bishop Youssef,Salvation|Eternal Life,,"The word 'hosanna' means salvation. Today Christ enters as a heavenly king to establish His throne on the cross, and to save His people from the kingdom of Satan.

Tune in as His Grace speaks all about Hosanna Sunday!",yes,b4f3a50d-2aea-4aed-b945-7c9edb94ab28
Psalm 3 - Do Not Be Troubled,"Bible Studies, 24 Apr 21",,4/24/21,HG Bishop Youssef,Church|Resurrection,,"""I cried to the Lord with my voice, and He heard me from His holy hill."" (Psalm 3:4)

Today's Bible study is a prophecy of the passion, death, and resurrection of Christ. Tune in as His Grace invites us to study Psalm 3, looking into its context, when we read it during the Church calendar, and commentaries from the Church fathers!",yes,dce5aa9d-7e9c-4e8d-be28-0f02bcf07b02
Palm Sunday - Healing Starts With Humility,"Pascha Sermons, 25 Apr 21",,4/25/21,Fr Michael Sorial,Healing|Humility,,Tune in as Fr Michael Sorial explains the importance of admitting we have weaknesses and have done wrong in instigating change and growing closer to Christ.,yes,d0c41a2e-c936-413f-b085-a0973dd4e52d
Monday Eve - Faith in the Healer,"Pascha Sermons, 25 Apr 21",,4/25/21,Fr Michael Sorial,Faith,,Tune in as Fr Michael Sorial explains how we need to have faith in our Healer to change ourselves.,yes,412c1305-54e1-4745-8b5e-1257cd3c20ae
